200.003	382.000
200.276	387.000
200.549	380.000
200.822	391.000
201.095	397.000
201.368	391.000
201.641	393.000
201.914	401.000
202.187	404.000
202.460	411.000
202.733	404.000
203.006	392.000
203.279	391.000
203.552	397.000
203.825	402.000
204.098	400.000
204.370	405.000
204.643	399.000
204.916	394.000
205.189	402.000
205.462	402.000
205.735	401.000
206.008	401.000
206.280	404.000
206.553	397.000
206.826	400.000
207.099	395.000
207.372	390.000
207.644	382.000
207.917	383.000
208.190	385.000
208.463	377.000
208.735	367.000
209.008	373.000
209.281	384.000
209.554	404.000
209.826	395.000
210.099	390.000
210.372	382.000
210.645	399.000
210.917	407.000
211.190	419.000
211.463	405.000
211.735	394.000
212.008	396.000
212.281	391.000
212.553	384.000
212.826	386.000
213.098	389.000
213.371	378.000
213.644	372.000
213.916	384.000
214.189	391.000
214.461	382.000
214.734	367.000
215.007	365.000
215.279	384.000
215.552	402.000
215.824	400.000
216.097	389.000
216.369	391.000
216.642	406.000
216.914	414.000
217.187	411.000
217.459	398.000
217.732	385.000
218.004	374.000
218.277	387.000
218.549	409.000
218.822	391.000
219.094	377.000
219.367	388.000
219.639	378.000
219.912	370.000
220.184	378.000
220.456	388.000
220.729	388.000
221.001	388.000
221.274	396.000
221.546	384.000
221.818	382.000
222.091	385.000
222.363	392.000
222.636	394.000
222.908	399.000
223.180	410.000
223.453	406.000
223.725	401.000
223.997	402.000
224.269	402.000
224.542	395.000
224.814	390.000
225.086	385.000
225.359	385.000
225.631	380.000
225.903	374.000
226.175	384.000
226.448	389.000
226.720	389.000
226.992	389.000
227.264	404.000
227.537	407.000
227.809	406.000
228.081	405.000
228.353	401.000
228.625	393.000
228.898	397.000
229.170	410.000
229.442	409.000
229.714	404.000
229.986	387.000
230.258	386.000
230.530	389.000
230.803	384.000
231.075	385.000
231.347	389.000
231.619	382.000
231.891	382.000
232.163	380.000
232.435	381.000
232.707	385.000
232.979	377.000
233.251	370.000
233.523	376.000
233.795	387.000
234.067	389.000
234.339	391.000
234.611	395.000
234.883	389.000
235.155	396.000
235.427	407.000
235.699	402.000
235.971	400.000
236.243	392.000
