200.003	368.000
200.276	367.000
200.549	359.000
200.822	366.000
201.095	370.000
201.368	363.000
201.641	352.000
201.914	355.000
202.187	363.000
202.460	367.000
202.733	371.000
203.006	356.000
203.279	357.000
203.552	369.000
203.825	366.000
204.098	356.000
204.370	371.000
204.643	372.000
204.916	372.000
205.189	362.000
205.462	346.000
205.735	340.000
206.008	339.000
206.280	353.000
206.553	359.000
206.826	364.000
207.099	366.000
207.372	364.000
207.644	365.000
207.917	373.000
208.190	367.000
208.463	368.000
208.735	362.000
209.008	353.000
209.281	357.000
209.554	364.000
209.826	373.000
210.099	361.000
210.372	362.000
210.645	370.000
210.917	363.000
211.190	367.000
211.463	369.000
211.735	371.000
212.008	367.000
212.281	361.000
212.553	361.000
212.826	354.000
213.098	359.000
213.371	370.000
213.644	369.000
213.916	348.000
214.189	357.000
214.461	366.000
214.734	356.000
215.007	349.000
215.279	360.000
215.552	363.000
215.824	359.000
216.097	370.000
216.369	374.000
216.642	377.000
216.914	378.000
217.187	361.000
217.459	362.000
217.732	366.000
218.004	363.000
218.277	368.000
218.549	374.000
218.822	361.000
219.094	359.000
219.367	366.000
219.639	374.000
219.912	366.000
220.184	373.000
220.456	356.000
220.729	352.000
221.001	351.000
221.274	349.000
221.546	353.000
221.818	369.000
222.091	368.000
222.363	365.000
222.636	361.000
222.908	365.000
223.180	373.000
223.453	373.000
223.725	370.000
223.997	361.000
224.269	373.000
224.542	370.000
224.814	365.000
225.086	363.000
225.359	362.000
225.631	355.000
225.903	352.000
226.175	349.000
226.448	347.000
226.720	353.000
226.992	353.000
227.264	364.000
227.537	376.000
227.809	370.000
228.081	363.000
228.353	360.000
228.625	361.000
228.898	366.000
229.170	362.000
229.442	371.000
229.714	370.000
229.986	357.000
230.258	362.000
230.530	368.000
230.803	370.000
231.075	368.000
231.347	371.000
231.619	364.000
231.891	355.000
232.163	347.000
232.435	350.000
232.707	372.000
232.979	381.000
233.251	362.000
233.523	362.000
233.795	361.000
234.067	350.000
234.339	350.000
234.611	366.000
234.883	361.000
235.155	352.000
235.427	367.000
235.699	380.000
235.971	372.000
236.243	361.000
236.515	364.000
236.787	361.000
237.059	351.000
237.331	358.000
237.603	356.000
237.875	366.000
238.147	375.000
238.419	371.000
238.691	373.000
238.962	378.000
239.234	391.000
239.506	388.000
239.778	378.000
240.050	367.000
240.322	367.000
240.594	363.000
240.865	370.000
241.137	375.000
241.409	377.000
241.681	369.000
241.953	369.000
242.224	367.000
242.496	359.000
242.768	355.000
243.040	360.000
243.312	355.000
243.583	351.000
243.855	359.000
244.127	368.000
244.398	366.000
244.670	356.000
244.942	352.000
245.214	358.000
245.485	357.000
245.757	357.000
246.029	347.000
246.300	350.000
246.572	354.000
246.844	355.000
247.115	352.000
247.387	350.000
247.659	351.000
247.930	349.000
248.202	348.000
248.473	360.000
248.745	358.000
249.017	364.000
249.288	358.000
249.560	356.000
249.831	353.000
250.103	365.000
250.374	364.000
250.646	365.000
250.918	363.000
251.189	366.000
251.461	363.000
251.732	359.000
252.004	353.000
252.275	346.000
252.547	360.000
252.818	373.000
